ID,ItemType,SubType,Set,Name (EN),Name (JP),Name (Tr),Description (EN),Description (JP),Description (Tr),Summary (EN),Summary (JP),Summary (Tr)
2010,Item,Key,,Dungeon Cell Key,地下牢の鍵,The key to the dungeon,"Key to the dungeon of the Undead Asylum to the North.\nA mysterious knight, without saying a word, shoved a corpse down into the cell, and on its person was this key. Who was this knight? And what was his purpose? There may be no answers, but one must still forge ahead.",北の不死院の地下牢の鍵\nこの鍵を持った死体を落とした騎士は 半ば幻のようで、何も言わずに去った その意図は分からず、だが進む他はない,"Knight dropped the north of the corpse with a key \ n this key of the dungeon of immortality Council like a mid-illusion, nothing that the intention is not know who left without saying, but advance other is not",Opens dungeon of Undead Asylum in the north,北の不死院の地下牢の鍵,The key to the north of immortality Institute of Dungeons
2011,Item,Key,,Big Pilgrim's Key,巡礼者の大鍵,Large key of pilgrims,Key to the inner door of the Undead Asylum main hall. Big key belonging to a chosen Undead pilgrim.\nBut this Chosen Undead knows not what this pilgrimage has in store.,北の不死院の本堂の奥扉を開く 選ばれた不死の巡礼者の大鍵\n選ばれた不死とは、巡礼とは 何を意味するのだろうか,"North of the large key \ n chosen immortality of pilgrims selected immortality open the back door of the main hall of immortality Institute, pilgrimage and I wonder what you mean is",Opens inner door of Undead Asylum main hall,不死院本堂の奥扉を開く巡礼者の大鍵,Large key of pilgrims to open the back door of immortality Academy main hall
2012,Item,Key,,Undead Asylum F2 East Key,不死院二階東の鍵,The key to immortality Council two Kaihigashi,"Key to the iron bars on the east side of the second floor of the North Undead Asylum.\nThe Undead Asylum is a giant Undead prison, segmented by countless iron bars.\nEven if an Undead were to escape from a cell, passage to the outside world would not be gained easily.",北の不死院の二階、東側にある鉄格子の鍵\n不死院とは巨大な不死の牢獄であり いたるところが鉄格子で塞がれている\n仮に、囚人がなんとか牢を出たとしても 人の世界に戻ることはかなわないだろう,"The second floor of the north of immortality Institute, everywhere there in the prison of the huge immortal and barred the key \ n immortality Council on the east side is if \ n that are blocked by iron bars, also of the people as a prisoner has managed to leave the prison It would not hold a candle to return to the world",Opens east iron bars of Undead Asylum F2,不死院の二階、東側にある鉄格子の鍵,"The second floor of the immortal Institute, grate of a key located on the east side"
2013,Item,Key,,Key to the Seal,封印の鍵,Sealed key,"Key to the floodgates of New Londo, which seal away the Four Kings who fell to Dark.\nThe Sealers flooded New Londo to banish the Darkwraiths and the Four Kings. The agonizing decision was made with the realization that countless lives, and the robust culture of the city, would be lost. The victims now roam the ruins as ghosts.",闇に堕ちた四人の公王の封印たる 小ロンドの水門を開くための鍵\n四人の公王とダークレイスを封じるため 封印者たちは、民人諸共、街を水底に沈めた かくて小ロンドの豊かな文化は失われ 民草は死して呪われた亡霊となった,"Seal who to seal the public Wang and dark Reis of the key \ n four people to open the four people in the public Wang sealed serving small Rondo of the floodgate of which fell in the darkness, people who Morotomo, thus submerged the city to the bottom of the water the rich culture of the small Rondo is lost Te populace became a ghost that has been cursed by died",Breaks seal on the floodgates of New Londo,小ロンドの水門を開くための封印の鍵,The key of the seal to open the floodgates of small Rondo
2014,Item,Key,,Key to Depths,最下層の鍵,The bottom layer of the key,"Key opening the door from the lower Undead Burg to the Depths.\nThose banished from the Undead Burg eke out their existence in the Depths, a damp lair with no trace of sunlight. Nearly half of the Depths form a perilous flooded labyrinth.\n",城下不死街の下層から、最下層にいたる扉の鍵\n不市街を追放された者たちの集う最下層は じめじめとして日の光など射さず 半ば下水に没した迷路となっているようだ,"From the lower layer of the castle immortal city, the bottom layer gathering of the door of the key \ n non-city exiled those who were the leading to the lowest layer seems to have become a maze who died in sewage middle without Isa such as the light of day as dank",Opens door leading from lower Burg to Depths,不死街下層から最下層にいたる扉の鍵,The key of the door leading from immortality Street lower in the lowest layer
2015,Item,Key,,Lift Chamber Key,リフト部屋の鍵,The key to lift the room,"Key opening the lift leading to New Londo ruins in the basement of Firelink Shrine.\nThe ruins of New Londo were blocked off, for the cursed ghosts posed danger to life and spirit, and the legends speak of a terrible Dark which was sealed away.",火継ぎの祭祀場の地下から 小ロンド遺跡にいたるリフト部屋の鍵\n呪われた亡霊が徘徊する小ロンド遺跡は その危険さと、闇を封印したという言い伝えにより 何者も近づけぬよう封鎖されているのだ,"It has been blocked so as not to close also who by legend that small Rondo ruins ghost cursed key \ n of the lift room leading to the small Ronde ruins from the ritual field of underground fire joint prowl was sealed that the danger is, the darkness I",For lift in basement of Firelink Shrine,火継ぎの祭祀場地下にあるリフト部屋の鍵,The key to lift the room in the ritual field underground fire joint
2016,Item,Key,,Undead Asylum F2 West Key,不死院二階西の鍵,The key to immortality Council second floor west,"Key to the iron bars on the west side of the second floor of the North Undead Asylum.\nThe Undead Asylum is a giant Undead prison, segmented by countless iron bars.\nBut even if a hero found a key in Lordran to liberate this prison, would he have the means, or the heart, to ever come back?",北の不死院の二階、西側にある鉄格子の鍵\n不死院とは巨大な不死の牢獄であり いたるところが鉄格子で塞がれている\nだが、ロードランの地でこの鍵を見つけ 不死院に戻る手段があるだろうか？,"The second floor of the north of immortality Institute, \ n everywhere there in the prison of the huge immortal and barred the key \ n immortality Institute located on the west side is blocked by iron bars but, in the immortal Council find this key in the land of Rodoran whether there will be a return means?",Opens west iron bars of Undead Asylum F2,不死院の二階、西側にある鉄格子の鍵,"The second floor of the immortal Institute, grate of a key located on the west side"
2017,Item,Key,,Mystery Key,不明の鍵,Unknown key,The purpose of this key is unknown. It appears to be a basic prison cell key.,用途の分からない鍵 見たところ、簡易な牢の鍵だろうか,"Apparently the key to unknown applications, or would be key to the simple prison",Resembles a basic prison cell key,見たところ、簡易な牢の鍵だろうか,"Apparently, it would be the key to a simple prison"
2018,Item,Key,,Sewer Chamber Key,下水部屋の鍵,The key of the sewage room,"Key to the sewer chamber in the Depths.\nIn any community, a few bad apples are sure to exhibit insatiable greed. If they were turned Undead, and banished to the Depths, would they reconsider their ways?\nUse this key to see for yourself.",最下層の下水部屋の鍵\n欲の深いものはどこにでもいる それは、不死となり、最下層に追放されてなお 人の性質の１つであるのだろう,"It you are everywhere those deep key \ n greed of the lowermost sewage room, become immortal, probably is one of the exiled by The people of nature in the lowest layer",Opens sewer chamber in Depths,最下層の下水部屋の鍵,The key to the bottom layer of the sewage room
2019,Item,Key,,Watchtower Basement Key,見張り塔下層の鍵,Key to the lookout tower lower,"Key to the basement of the watchtower in the Undead Burg.\nThe basement of the watchtower forms a stone cell. There are rumors of a hero turned Hollow who was locked away by a dear friend. For his own good, of course.",城下不死街にある見張り塔下層の扉の鍵\n見張り塔の下層は石の牢になっており 亡者となった英雄が、友の手により閉じ込められ 以来ずっと閉ざされたままだという,"Castle hero the lower layer of the key \ n lookout tower lookout tower lower layer of the door in the immortal city that became the undead has become a prison of stone, that he remain closed ever since trapped by the Friends of the hand",Opens basement of watchtower in Undead Burg,不死街にある見張り塔下層の扉の鍵,Key to the lookout tower lower layer of the door in the immortal city
2020,Item,Key,,Archive Prison Extra Key,書庫塔牢屋の別鍵,Another key to the archive tower jail,"Extra key to a cell in the Duke's Archive Tower.\nPerhaps the serpent men were careless, for there are several keys scattered about which fit Archive Tower cells.",公爵の書庫塔に作られた牢屋の別鍵\n牢番である蛇人の無計画さの故だろうか 書庫塔の牢には幾種類かの鍵があり その並びもデタラメであるようだ,Seems to be in the sequence also bullshit There are several types of the key to another key \ n Roban snake's therefore wonder archive tower of the prison of unplanned of a prison made to the Duke of archive tower,Extra Key to Archive Tower Cell,書庫塔に作られた牢屋の別鍵,"Another key to the prison, which was made to archive tower"
2021,Item,Key,,Residence Key,民家の鍵,The key of the house,"Key to a residence in the Undead Burg. Simple, sturdy design of the locks in the Burg keep out unwanted visitors.\nBut this is a standard key in these parts, and will open several residences.",城下不死街にある民家の鍵 ごく簡単な作りではあるが頑丈で 無理やり開けることはできそうにない\nどうやら、この地の標準的な鍵らしく 幾つかの民家に入れるようだ,"It is a key very simple to make a private house in the castle immortality city but is unlikely to be opened by force rugged \ n Apparently, seems to put in some of the houses ish standard key of the land",Opens residences in Undead Burg,不死街の民家の鍵,The key to immortality town houses
2022,Item,Key,,Crest Key,紋章の鍵,The key coat of arms,"Bent Crest Key.\nThe grooves of the crest are enchanted, the door sealed with a powerful spell.",折れ曲がった紋章の鍵\n紋章の溝には魔力の残滓があり その扉は魔力で閉じられているのだろう,That door is probably closed in the magic is in the groove of the key \ n coat of arms of bent coat of arms there is a magic of residue,Bent Crest Key,折れ曲がった紋章の鍵,The key to a bent coat of arms
2100,Item,Key,,Master Key,万能鍵,Universal key,"This universal key opens any basic lock. Tool of the trade for thieves.\nBut in the cursed land of the Undead, most doors are better left unopened.",簡単な鍵であれば開けてしまう万能鍵 盗賊の商売道具\nただし、開けた先がよいものである保証はない 特に呪われた不死の地では,"Tools of the trade of would open as long as a simple key universal key bandits \ n However, in the land of immortality earlier guarantee is good is not that was particularly cursed you open the",Opens any basic lock,簡単な鍵であれば開けてしまう,Will open if a simple key
2500,Item,Key Item,,Lord Soul,王のソウル,The king of Seoul,"Soul of Gravelord Nito, first of the dead. This Lord Soul was discovered at the dawn of the Age of Fire.\nGravelord Nito administers the death of all manner of beings. The power of this soul is so great that it satiates the Lordvessel, despite the fact that much of its energy has already been offered to death.",最初の死者、墓王ニトのソウル 火の時代の最初に見出された王のソウルの１つ\nあらゆる生の死を司る墓王ニトは その力のほとんどを死に捧げている それでもなお、そのソウルは大きく 王の器を占めるに足るものだ,"The first of the dead, Hakao nits that controls the first in one of Seoul found the king \ n all the raw death of the era of Seoul fire Hakao nits is still being devoted to death most of its power, the Seoul is something sufficient to significantly occupy the king of the vessel","Soul of Gravelord Nito, first of the dead",最初の死者、墓王ニトのソウル,"The first of the dead, Seoul Hakao nits"
2501,Item,Key Item,,Lord Soul,王のソウル,The king of Seoul,"Soul of the Bed of Chaos and the mother of all demons. This Lord Soul was found at the dawn of the Age of Fire.\nThe Witch of Izalith attempted to duplicate the First Flame from a soul, but instead created a distorted being of chaos and fire. Its power formed a bed of life which would become the source of all demons, and is more than enough to satiate the Lordvessel.",デーモンの母たる、混沌の苗床のソウル 火の時代の最初に見出された王のソウルの１つ\n魔女はソウルから「最初の火」を作ろうとし 歪んだ混沌の炎の獣を生み出した すべてのデーモンの苗床となったその力は 王の器を占めるに足るものだ,"Serving as a mother of a daemon, one \ n Witch of Seoul first to found the king of the era of Seoul fire seedbed of chaos is created the ""first fire"" and trying to make the distorted chaos of the fire beast from Seoul that power is something that is sufficient to account for the king of the vessel, which became the seedbed of all of the daemon","Soul of Bed of Chaos, Mother of Demons",デーモンの母たる、混沌の苗床のソウル,"Serving as a mother of the daemon, the seedbed of chaos Seoul"
2502,Item,Key Item,,Bequeathed Lord Soul Shard,分け与えられた王のソウル,Seoul dispensation was king,"Soul of one of the Four Kings, who fell to Dark. A fragment of a Lord Soul discovered at the dawn of the Age of Fire.\nLord Gwyn recognized the foresight of these four great leaders of New Londo, and granted them their ranks and the fragments of a great soul. Although this is not a full Lord Soul, it can still satiate the Lordvessel.",闇に堕ちた四人の公王のソウル 火の時代の最初に見出された王のソウルの一部\nかつて四人は小ロンドの偉大な指導者であり 特にグウィン王に見え、公王の位を授かり その偉大なるソウルを分け与えられた\nそれは一部といえ、王の器を占めるに足るものだ,"The first found the part of the soul of the king \ n the past four people of Fallen four people in the public King of Soul Fire era in the darkness appeared to be particularly Gwynn King is a great leader of the small Rondo, Oyakeo of the pardoned its great soul was imparted \ n it much say some, something sufficient to account for the king of the vessel","Soul of the Four Kings, who fell to Dark",闇に堕ちた四人の公王のソウル,Four people in the public King of Seoul fell to darkness
2503,Item,Key Item,,Bequeathed Lord Soul Shard,分け与えられた王のソウル,Seoul dispensation was king,"Soul of the albino Seath the Scaleless. A fragment of a Lord Soul discovered at the dawn of the Age of Fire.\nSeath allied with Lord Gwyn and turned upon the dragons, and for this he was awarded Dukedom, embraced by the royalty, and given a fragment of a great soul. Although just a piece, it will still satiate the Lordvessel.\n",「ウロコのない」白竜シースのソウル 火の時代の最初に見出された王のソウルの一部\nシースはグウィン王に与して古竜を裏切り 後に公爵として王の外戚となったとき その偉大なるソウルを分け与えられた\nそれは一部といえ、王の器を占めるに足るものだ,"At that time it became a ""no scales"" White Dragon part of the soul of the first to found the king of soul fire of the era of the sheath \ n sheath of the king as the Duke after the betrayal of the old dragon Kumishi to King Gwynn maternal relative was imparted a great soul \ n it is said that part, something sufficient to account for the king of the vessel",Soul of Seath the Scaleless,「ウロコのない」白竜シースのソウル,"""No scales"" White Dragon sheath in Seoul"
2510,Item,Key Item,,Lordvessel,王の器,Vessel of the king,"Lordvessel bestowed upon the chosen Undead who is destined to succeed Lord Gwyn. The chosen Undead is granted the art of warping between bonfires.\nTo open the final door, place this vessel on the Firelink Altar, and fill it with powerful souls.",グウィン王の後継として選ばれた 不死の英雄に与えられるソウルの器 転送により篝火を移動する業を与える\nこの器を火継ぎの祭壇に置き 偉大なソウルで満たすことで 最後の扉が開かれるだろう,The last door is opened by filled with great soul placed \ n altar of fire piecing this vessel that by the Seoul vessel transfer given to the chosen hero of immortality as the successor to Gwynne King give the work to move the bonfire right,Soul vessel granted to the chosen Undead,不死の英雄に与えられるソウルの器,Vessel of the soul given to the hero of immortality
2520,Item,Key,,Broken Pendant,割れたペンダント,Cracked pendant,"Half of a broken stone pendant. The vine appears to originate from Oolacile.\nA powerful magic can be sensed from this ancient stone. Yet men of this time can neither manipulate nor sense its power, which has a distinct air consisting of both reverence and nostalgia.",割れた石のペンダント。その片割れ 紐の蔓はウーラシールのものだろうか\nごく古いものであるようだが その石からは強い魔力が感じられる 今人が知らず、扱えもせぬその力は とても強い郷愁、愛慕の類だ,"Pendant of cracked stone. Its counterpart string of vine is not known now a person can feel the strong magic from those wonder \ n a very old one at that, as he is the stone of Urashiru, also not unexpected that power handle is very strong nostalgia, kind Aibo",Broken stone pendant. Deeply enchanted.,割れた石のペンダント。強い魔力が感じられる,Pendant of cracked stone. You can feel the strong magic
2600,Item,Key Item,,Weapon Smithbox,武器の鍛治箱,Kaji box of weapons,Tool used to etch titanite into weapons for reinforcement.\nRest at a bonfire to make weapon reinforcement possible.,楔石を刻み込み 武器を強化するための道具\n篝火で休息するときに 武器を強化できるようになる,You will be able to enhance the weapon at the time to rest a tool \ n bonfire to strengthen the weapon carving a wedge stone,Tool for reinforcing weapons at bonfire,篝火で武器を強化するための道具,Tool to strengthen the weapons in the bonfire
2601,Item,Key Item,,Armor Smithbox,防具の鍛治箱,Armor of the steering box,Tool used to etch titanite into armor for reinforcement.\nRest at a bonfire to make armor reinforcement possible.,楔石を刻み込み 防具を強化するための道具\n篝火で休息するときに 防具を強化できるようになる,You will be able to strengthen the armor at the time to rest a tool \ n bonfire to strengthen the armor carving a wedge stone,Tool for reinforcing armor at bonfire,篝火で防具を強化するための道具,Tool to strengthen the armor in the bonfire
2602,Item,Key Item,,Repairbox,修理箱,Repair box,"Specialized mortar used to repair weapons and armor by grinding repair powder.\nRest at a bonfire to make weapon and armor repair possible. Repair powder is fragile, and cannot be taken along.",専用の臼により修理の光粉を挽き 武器、防具を修理するための道具\n篝火で休息するときに 武器、防具を修理できるようになる ただしこの光粉は長持ちせず 持ち歩くことはできない,"Can not be a weapon, is it to become However, in this light powder be able to repair the armor to carry around without long-lasting when to rest by the mortar of a dedicated weapon grind the light powder of repair, a tool \ n bonfire for repairing armor",Tool for repairing weapons/armor at bonfire,篝火で武器、防具を修理するための道具,"Tools for repairing weapons, armor in the bonfire"
2607,Item,Key Item,,Rite of Kindling,注ぎ火の秘儀,Arcane of poured fire,"This secret rite allows bonfires to be bolstered further with Kindling, so that even more Estus can be collected.\nKindling was a sacred rite passed down among clerics, but all Undead can imitate the process, in the same manner that they restore their Hollowing with humanity. How peculiar that humans had found little use for humanity until they turned Undead.",注ぎ火にて、さらに大きく篝火を育て より多くのエストを得るための秘儀\n聖職の伝承に秘密として伝わるが 儀式自体はすべての不死人が行える\nしかし人は、不死となりはじめて 人間性の「使い途」を得るものなのか,"At poured fire, even larger many but transmitted as a secret to the lore of the Arcane \ n clergy in order to obtain the ritual itself Est \ n But people can be carried out all of the immortal people than raising the bonfire, the first time humanity will be immortal one of the things that get the ""some use""",Rite which boosts bonfires even further,さらに大きく篝火を育てる秘儀,Arcane to grow even larger bonfire
2608,Item,Key Item,,Bottomless Box,底なしの木箱,Bottomless wooden box,"A peculiar bottomless wooden box. Its origins are unknown. Some deride it as a symbol of unbridled avarice.\nAny number of items can be deposited into the box, and items can be managed while resting at a bonfire.",底の抜けた不思議な木箱 貪欲者の烙印とも呼ばれるようだが その由来は分からない\nいくらでもアイテムを入れることができ 篝火で休息するときに、自由に出し入れできる,"It seems also referred to as the stigma of the bottom of the missing mysterious wooden box greedy person but when you rest in a bonfire can put the \ n any number of items that its origin is not known, it can be freely taken in and out",Box allowing inventory management at bonfire,篝火で自由にアイテムを出し入れできる道具,Tool that can be freely out an item in the bonfire
3000,Item,Magic,Sorcery,Sorcery: Soul Arrow,ソウルの矢,Arrow Seoul,"Elementary sorcery. Fire soul arrow.\nSoul arrows inflict magic damage, making them effective against iron armor, tough scales, and other physically resilient materials.",基礎的な魔術 ソウルの矢を放つ\nソウルの矢は魔法属性の攻撃力を持つため 鉄の鎧や硬いウロコなど 物理属性に強い対象にも有効となる,"It becomes effective also in strong interest in physical attributes, such as iron armor and hard scales to have the offensive power of \ n Seoul arrows magic attribute that shoots arrows of basic magic Seoul",Spell scroll for attuning sorcery,魔術を記憶できる呪文書,Spellbook that can store magic
3010,Item,Magic,Sorcery,Sorcery: Great Soul Arrow,強いソウルの矢,Strong Seoul arrow,"Sorcery which improves upon Soul Arrow. Fire strong soul arrow.\nAt the Vinheim Dragon School, the acquisition of this spell marks an apprentice's coronation as a sorcerer.",「ソウルの矢」の上位魔術 より威力のあるソウルの矢を放つ\nヴィンハイムの竜の学院では この魔術を習得してはじめて 一人前の魔術師であると認められる,"Admitted to be the first time a full-fledged magician to learn this magic in the dragon of the Institute of \ n Vin Heim that shoots an arrow in Seoul with power from the host magic of the ""Soul of the arrow""",Spell scroll for attuning sorcery,魔術を記憶できる呪文書,Spellbook that can store magic
3020,Item,Magic,Sorcery,Sorcery: Heavy Soul Arrow,ソウルの太矢,Futoshiya of Seoul,"Soul sorcery emphasizing power. Fire heavy soul arrow.\nA more powerful, but also slower sorcery. Difficult to use due to a long cool down and a limitation on the number of castings.",より威力を重視したソウルの魔術 ソウルの太矢を放つ\n威力と引き換えに速射性が犠牲となっており 使用には大きな隙が伴う 使用回数も少なく、扱いの難しい魔術,"Also the number of times of use with a large gap in the use and rapid fire resistance is sacrificed in exchange for \ n power to unleash more of the power was emphasized Seoul magic Seoul Futoshiya least, the handling of difficult magic",Spell scroll for attuning sorcery,魔術を記憶できる呪文書,Spellbook that can store magic
3030,Item,Magic,Sorcery,Sorcery: Great Heavy Soul Arrow,強いソウルの太矢,Of strong Seoul Futoshiya,"Sorcery which improves upon Heavy Soul Arrow. Fire strong heavy soul arrow.\nAs difficult to use as Heavy Soul Arrow, but powerful enough to make it well worth it. Adored by certain sorcerers.",「ソウルの太矢」の上位魔術 より威力のあるソウルの太矢を放つ\n扱いの難しさは変わっていないが そうした欠点を補うだけの威力があり 一部の魔術師たちに愛用されている,"Has been a favorite in \ n only of there is a power part of sorcerers, but has not changed difficulty compensate for these disadvantages of the treatment that emits Futoshiya of Seoul from the host magic of the power of ""Futoshiya of Seoul""",Spell scroll for attuning sorcery,魔術を記憶できる呪文書,Spellbook that can store magic
3040,Item,Magic,Sorcery,Sorcery: Homing Soulmass,追尾するソウルの塊,Seoul's mass to be tracked,Sorcery developed by Big Hat Logan. Fire homing soulmass.\nLife originates in the soul; no wonder the soulmass draws toward it. This sorcery is a window into seeker Logan's methods.,「ビッグハット」ローガンの独自魔術 追尾性の高いソウルの塊を放つ\nソウルが生命の源であるなら 生命に惹かれるのはむしろ当然であろう 探求者たるローガンの一端が見える魔術,"Magic ""big hat"" of \ n Seoul that emits its own magic tracking highly Seoul's mass is attracted to life if is the source of life that would of course rather seeker serving as one end of the Logan of Logan looks",Spell scroll for attuning sorcery,魔術を記憶できる呪文書,Spellbook that can store magic
3050,Item,Magic,Sorcery,Sorcery: Homing Crystal Soulmass,追尾するソウルの結晶塊,Seoul crystal mass to be tracked,"Sorcery boosted by the knowledge. Logan acquired at the Regal Archives. Fire homing crystal soulmass.\nThe mysteries of souls, crystals, and the sorceries are deeply intertwined.",神の書庫で得た偉大な知見により ローガンにより強化された魔術 追尾性の高いソウルの結晶塊を放つ\nソウルと結晶、あるいは魔術とは どうやら密接な関係にあるものらしい,"The great knowledge obtained in the God of the archive gives off enhanced magic tracking highly Seoul crystal mass by Logan \ n Seoul and crystal, or seems what is apparently a close relationship with the magic",Spell scroll for attuning sorcery,魔術を記憶できる呪文書,Spellbook that can store magic
3060,Item,Magic,Sorcery,Soul Spear,ソウルの槍,Seoul spear,"Sorcery developed by Big Hat Logan. Fire piercing soul spear.\nA symbol of Logan's strength, the soul spear is referenced repeatedly in the legends, and is said to be on par with Lord Gwyn's lightning.",「ビッグハット」ローガンの独自魔術 貫通するソウルの槍を放つ\n戦いにおけるローガンの強さを象徴し 彼の伝承でも頻繁に登場する代名詞的な魔術 その威力は、グウィン王の雷にすらたとえられる,"""Big Hat"" synonymous with a magic the power that frequently appeared in Seoul of the spear symbolizes the Logan strength in \ n fight off a his tradition of its own magic penetration of Logan, it is compared even to the thunder of King Gwynne",Spell scroll for attuning sorcery,魔術を記憶できる呪文書,Spellbook that can store magic
3070,Item,Magic,Sorcery,Sorcery: Crystal Soul Spear,ソウルの結晶槍,Crystal spear in Seoul,"Sorcery boosted by the knowledge. Logan acquired at the Regal Archives. Fire piercing crystal soul spear.\nThese pale magic spears, sharpened through crystallization, are on par with the armaments of the ancient lords.",神の書庫で得た偉大な知見により ローガンにより強化された魔術 貫通するソウルの結晶槍を放つ\n結晶により鋭さを増した青白い魔法の槍には かつての王たちの武器にも比肩する威力がある,The power to be comparable to weapons of former kings in pale magic of the spear with increased sharpness by \ n crystal that emits a crystal spear in Seoul that magic through that has been strengthened by Logan by great knowledge obtained in the archives of God is there,Spell scroll for attuning sorcery,魔術を記憶できる呪文書,Spellbook that can store magic
3100,Item,Magic,Sorcery,Magic Weapon,魔法の武器,Weapon of magic,Sorcery for casters who wield swords. Magic augmentation: right weapon.\nThe power of the magic swordsmen of Vinheim is predicated upon this and Magic Shield. Many warriors learn sorcery just for this.,剣術をおさめた魔術師のための魔術 右手武器を魔法強化する\nこの魔術と「魔法の盾」が ヴィンハイムの魔法剣士の強さを支えており これらのためだけに魔術を学ぶ戦士も数多い,"Numerous also warrior to learn the magic only for witchcraft right weapon to strengthen the magic \ n and this magic ""shield of magic"" is these are supported by the strength of the magic swordsman of Vin Heim for the magician that contains the swordsmanship",Spell scroll for attuning sorcery,魔術を記憶できる呪文書,Spellbook that can store magic
3110,Item,Magic,Sorcery,Sorcery: Great Magic Weapon,強い魔法の武器,Weapon of strong magic,"Sorcery which improves upon Magic Weapon. High magic augmentation: right weapon.\nAt Vinheim Dragon School, only magic swordsmen on special orders are allowed to learn this spell which grants powerful augmentation to various weapons.",「魔法の武器」の上位魔術 右手武器を大きく魔法強化する\nあらゆる武器に強大な威力を与えるため ヴィンハイムの竜の学院でも 使命を帯びた魔法剣士にのみ伝授される,"Is taught only in magic swordsman was also tasked with Vin Heim of the dragon of the Institute for giving the \ n mighty power to any weapon that the higher magic right hand weapon greatly enhance the magic of the ""magic weapon""",Spell scroll for attuning sorcery,魔術を記憶できる呪文書,Spellbook that can store magic
3120,Item,Magic,Sorcery,Sorcery: Crystal Magic Weapon,結晶魔法の武器,Weapon of crystal magic,"Sorcery boosted by the knowledge. Logan acquired at the Regal Archive. High magic + crystallization: right weapon\nLogan's trials were successful, and the crystal medium facilitated a stronger bond between weapon and soul.",神の書庫で得た偉大な知見により ローガンにより強化された魔術 右手武器を大きく結晶魔法強化する\n結晶を媒介としソウルと武器をより強く結ぶ 試みは成功し、ローガンの新しい導となった,"The great knowledge obtained in the God of the archive and mediate \ n crystals greatly enhance crystal magic magic right hand weapon that has been strengthened by Logan tried connecting more strongly Seoul and weapons was a success, became the new guide of Logan",Spell scroll for attuning sorcery,魔術を記憶できる呪文書,Spellbook that can store magic
3300,Item,Magic,Sorcery,Sorcery: Magic Shield,魔法の盾,Shield of magic,Sorcery for casters who wield swords. Magic augmentation: left shield.\nShields augmented by magic are resistant to magic attacks and have higher stability. This spell makes it possible to challenge powerful foes with a small shield.,剣術をおさめた魔術師のための魔術 左手の盾を魔法強化する\n魔法強化された盾は魔法属性の攻撃に強く また受け能力も大きく向上するため 小型の盾で強大な敵に挑むことも可能になる,Also challenge the powerful enemy with a small shield for \ n magic enhanced shield is to be greatly improved strongly also received the ability to magic attribute of attack magic left hand shields the strengthening magic for a magician that contains the swordsmanship made possible,Spell scroll for attuning sorcery,魔術を記憶できる呪文書,Spellbook that can store magic
3310,Item,Magic,Sorcery,Sorcery: Strong Magic Shield,強い魔法の盾,Shield of strong magic,"Sorcery which improves upon Magic Shield. High magic augmentation: left shield.\nAt Vinheim Dragon School, only magic swordsmen on special orders are allowed to learn this spell which grants temporary strength to greatshields.",「魔法の盾」の上位魔術 左手の盾を大きく魔法強化する\n「強い魔法の武器」と同じく 使命を帯びた魔法剣士にのみ伝授される魔術 一時的に大盾クラスの強靭さを実現する,"To realize the robustness of magic temporarily Daitate class, which also is taught only in magic swordsman was tasked with the upper magic left hand of the shield greatly \ n ""strong magic weapon"" to enhance the magic of the ""shield of magic.""",Spell scroll for attuning sorcery,魔術を記憶できる呪文書,Spellbook that can store magic
3400,Item,Magic,Sorcery,Sorcery: Hidden Weapon,見えない武器,Weapon that can not be seen,"Ancient sorcery of the lost land of Oolacile. Turns right weapon invisible.\nNot a simple augmentation, making it dependent on the skill of its caster. An example of the capacity of Oolacile sorceries to control light.",亡国ウーラシールの古い魔術 右手武器を透明にする\n単純な強化ではなく、使い手に依存する ウーラシールの魔術は光を扱う術に長けており この魔術もまたその一端である,"Rather than \ n simple reinforcement to clear the old magic right hand weapon of the Lost Kingdom Urashiru, magic Urashiru that depends on the consumer this magic there also at one end thereof are skilled in art of dealing with light",Spell scroll for attuning sorcery,魔術を記憶できる呪文書,Spellbook that can store magic
3410,Item,Magic,Sorcery,Sorcery: Hidden Body,見えない体,Invisible Body,"Ancient sorcery of the lost land of Oolacile. Turns body nearly invisible.\nAlthough perfect invisibility is unachievable due to the risk of dissipation, the caster need only stand still for a moment to blend in to environs with astounding camouflage.\n\n\n",亡国ウーラシールの古い魔術 全身をほぼ透明にする\n消失回避のためうっすらと見えているが 立ち止まればすぐに周囲に溶け込み 容易に発見されることはまずないだろう,It ruined country Urashiru old are visible magic systemic a faintly for nearly be transparent \ n disappearance avoid but which are easily found penetration around as soon as Tachidomare would be unlikely,Spell scroll for attuning sorcery,魔術を記憶できる呪文書,Spellbook that can store magic
3500,Item,Magic,Sorcery,Cast Light,照らす光,Light to illuminate,Ancient sorcery of the lost land of Oolacile. Cast a bright light upon surroundings.\nThis light-producing sorcery is elementary but nonetheless demonstrates the achievements in mysticism of Oolacile. Such magic has not been developed even in Vinheim.,亡国ウーラシールの古い魔術 周囲を明るく照らす光を作る\n光を生み出す単純な魔術であるが それこそがウーラシールの神秘であり ヴィンハイムでは遂に実現していない,Is a simple magic to produce a \ n light to create a bright and shining light the old magic surroundings of the Lost Kingdom Urashiru but it is what has not been finally realized in is Vin Heim a mystery of Urashiru,Spell scroll for attuning sorcery,魔術を記憶できる呪文書,Spellbook that can store magic
