Name	Type	Connection	Named Entity	Entity Type
Cat Covenant Ring	Ring	connected to	Alvina	PERSON
Cat Covenant Ring	Ring	connected to	the early Age of Fire	DATE
Cat Covenant Ring	Ring	connected to	Alvina	PERSON
Cat Covenant Ring	Ring	connected to	Knight Artorias	PERSON
Flame Stoneplate Ring	Ring	connected to	Stoneplates	ORG
Thunder Stoneplate Ring	Ring	connected to	Stoneplates	ORG
Spell Stoneplate Ring	Ring	connected to	Stoneplates	ORG
Speckled Stoneplate Ring	Ring	connected to	Stoneplates	ORG
Bloodbite Ring	Ring	connected to	One	CARDINAL
Bloodbite Ring	Ring	connected to	Arstor	PERSON
Bloodbite Ring	Ring	connected to	Carim.\nDespite	ORG
Poisonbite Ring	Ring	connected to	One	CARDINAL
Poisonbite Ring	Ring	connected to	Arstor	PERSON
Poisonbite Ring	Ring	connected to	Carim.\nDespite	ORG
Cursebite Ring	Ring	connected to	One	CARDINAL
Cursebite Ring	Ring	connected to	Arstor	PERSON
Cursebite Ring	Ring	connected to	Carim.\nDespite	ORG
White Seance Ring	Ring	connected to	the Way of White	ORG
White Seance Ring	Ring	connected to	Allfather Lloyd	PERSON
White Seance Ring	Ring	connected to	Gwyn	PERSON
White Seance Ring	Ring	connected to	the Way of White	ORG
White Seance Ring	Ring	connected to	one	CARDINAL
White Seance Ring	Ring	connected to	Thorolund	GPE
Bellowing Dragoncrest Ring	Ring	connected to	Vinheim Dragon	FAC
Dusk Crown Ring	Ring	connected to	one-half	CARDINAL
Dusk Crown Ring	Ring	connected to	HP	ORG
Hornet Ring	Ring	connected to	One	CARDINAL
Hornet Ring	Ring	connected to	four	CARDINAL
Hornet Ring	Ring	connected to	Gwyn	PERSON
Hornet Ring	Ring	connected to	The Hornet Ring	ORG
Hornet Ring	Ring	connected to	Ciaran	PERSON
Hornet Ring	Ring	connected to	Gwyn	PERSON
Hawk Ring	Ring	connected to	One	CARDINAL
Hawk Ring	Ring	connected to	four	CARDINAL
Hawk Ring	Ring	connected to	Gwyn	PERSON
Hawk Ring	Ring	connected to	The Hawk Ring	ORG
Hawk Ring	Ring	connected to	Hawkeye Gough	PERSON
Hawk Ring	Ring	connected to	Greatarchers.\nBoosts	ORG
Hawk Ring	Ring	connected to	Gough	PERSON
Ring of Steel Protection	Ring	connected to	Knight	PERSON
Ring of Steel Protection	Ring	connected to	one	CARDINAL
Slumbering Dragoncrest Ring	Ring	connected to	Vinheim Dragon	FAC
Ring of Fog	Ring	connected to	Alvina	PERSON
Ring of Fog	Ring	connected to	fog.\nThe	ORG
Ring of Sacrifice	Ring	connected to	Velka	ORG
Rare Ring of Sacrifice	Ring	connected to	Velka	ORG
Rare Ring of Sacrifice	Ring	connected to	the Goddess of Sin	WORK_OF_ART
Dark Wood Grain Ring	Ring	connected to	Eastern	NORP
Ring of the Sun Princess	Ring	connected to	Gwynevere	PERSON
Ring of the Sun Princess	Ring	connected to	Gwyn	PERSON
Ring of the Sun Princess	Ring	connected to	miracles.\nThe Princess of Sunlight Gwynevere left	WORK_OF_ART
Ring of the Sun Princess	Ring	connected to	Anor Londo	GPE
Ring of Condemnation	Ring	connected to	Velka	ORG
Ring of Condemnation	Ring	connected to	the Goddess of Sin	WORK_OF_ART
Ring of Condemnation	Ring	connected to	the Goddess of Sin	PRODUCT
Ring of Blind Ghosts	Ring	connected to	New Londo	GPE
Ring of Blind Ghosts	Ring	connected to	three	CARDINAL
Ring of Blind Ghosts	Ring	connected to	two	CARDINAL
Ring of Blind Ghosts	Ring	connected to	New Londo	GPE
Covenant of Artorias	Ring	connected to	Knight Artorias's	PERSON
Covenant of Artorias	Ring	connected to	Artorias	PERSON
Covenant of Artorias	Ring	connected to	Abyss	FAC
Ring of Displacement	Ring	connected to	New Londo	GPE
Ring of Displacement	Ring	connected to	breaking.\nAs	PERSON
Ring of Displacement	Ring	connected to	New Londo	GPE
Lingering Dragoncrest Ring	Ring	connected to	Vinheim Dragon	FAC
Ring of the Evil Eye	Ring	connected to	HP	ORG
Ring of Favor and Protection	Ring	connected to	Fina	ORG
Ring of Favor and Protection	Ring	connected to	HP	ORG
Leo Ring	Ring	connected to	One	CARDINAL
Leo Ring	Ring	connected to	four	CARDINAL
Leo Ring	Ring	connected to	Gwyn	PERSON
Leo Ring	Ring	connected to	The Leo Ring	PERSON
Leo Ring	Ring	connected to	Ornstein	PERSON
Leo Ring	Ring	connected to	two	CARDINAL
East Wood Grain Ring	Ring	connected to	Eastern	NORP
East Wood Grain Ring	Ring	connected to	East	LOC
Wolf Ring	Ring	connected to	One	CARDINAL
Wolf Ring	Ring	connected to	four	CARDINAL
Wolf Ring	Ring	connected to	Gwyn	PERSON
Wolf Ring	Ring	connected to	The Wolf Ring	ORG
Wolf Ring	Ring	connected to	Artorias	PERSON
Blue Tearstone Ring	Ring	connected to	Catarina	ORG
Ring of the Sun's Firstborn	Ring	connected to	Gwyn	PERSON
Ring of the Sun's Firstborn	Ring	connected to	miracles.\nLord Gwyn's	ORG
Ring of the Sun's Firstborn	Ring	connected to	Today	DATE
Darkmoon Seance Ring	Ring	connected to	Gwyndolin	GPE
Darkmoon Seance Ring	Ring	connected to	Gwyn	PERSON
Darkmoon Seance Ring	Ring	connected to	Anor Londo	GPE
Calamity Ring	Ring	connected to	Kalameet	PERSON
Great Soul Arrow	Spell	connected to	Soul Arrow	ORG
Great Soul Arrow	Spell	connected to	the Vinheim Dragon School	FAC
Heavy Soul Arrow	Spell	connected to	arrow.\nA	NORP
Great Heavy Soul Arrow	Spell	connected to	Heavy Soul Arrow	ORG
Great Heavy Soul Arrow	Spell	connected to	Heavy Soul Arrow	WORK_OF_ART
Homing Soulmass	Spell	connected to	Big Hat Logan	ORG
Homing Soulmass	Spell	connected to	Logan	PERSON
Homing Crystal Soulmass	Spell	connected to	Logan	PERSON
Homing Crystal Soulmass	Spell	connected to	the Regal Archives	ORG
Soul Spear	Spell	connected to	Big Hat Logan	ORG
Soul Spear	Spell	connected to	spear.\nA	NORP
Soul Spear	Spell	connected to	Logan	PERSON
Soul Spear	Spell	connected to	Gwyn	PERSON
Crystal Soul Spear	Spell	connected to	Logan	PERSON
Crystal Soul Spear	Spell	connected to	the Regal Archives	ORG
Crystal Soul Spear	Spell	connected to	spear.\nThese	NORP
Magic Weapon	Spell	connected to	Vinheim	PERSON
Magic Weapon	Spell	connected to	Magic Shield	PRODUCT
Great Magic Weapon	Spell	connected to	Magic Weapon	ORG
Great Magic Weapon	Spell	connected to	Vinheim Dragon School	FAC
Crystal Magic Weapon	Spell	connected to	Logan	PERSON
Strong Magic Shield	Spell	connected to	Magic Shield	PRODUCT
Strong Magic Shield	Spell	connected to	shield.\nAt	GPE
Strong Magic Shield	Spell	connected to	Vinheim Dragon School	ORG
Cast Light	Spell	connected to	Oolacile	FAC
Cast Light	Spell	connected to	Vinheim	GPE
Hush	Spell	connected to	Vinheim Dragon School	FAC
Hush	Spell	connected to	Vinheim	PERSON
Hush	Spell	connected to	the Dragon School	ORG
Aural Decoy	Spell	connected to	first	ORDINAL
Repair	Spell	connected to	Repair Powder	ORG
Fall Control	Spell	connected to	Vinheim Dragon School	FAC
Fall Control	Spell	connected to	Hush	PERSON
Fall Control	Spell	connected to	Vinheim spooks.\n\n	PERSON
Chameleon	Spell	connected to	Hidden Body	ORG
Resist Curse	Spell	connected to	New Londo Sacrifice	GPE
Remedy	Spell	connected to	Yulva	ORG
Remedy	Spell	connected to	one	CARDINAL
Remedy	Spell	connected to	the Sealers of New Londo	ORG
Remedy	Spell	connected to	New Londo's	GPE
Remedy	Spell	connected to	Blighttown	ORG
White Dragon Breath	Spell	connected to	Logan	PERSON
White Dragon Breath	Spell	connected to	Seath the Scaleless	PERSON
White Dragon Breath	Spell	connected to	Big Hat	ORG
Dark Orb	Spell	connected to	Dark Orb	PERSON
Pursuers	Spell	connected to	Abyss	PRODUCT
Fireball	Spell	connected to	the Great Swamp	LOC
Fire Orb	Spell	connected to	Pyromancy	PERSON
Fire Orb	Spell	connected to	Fireball	WORK_OF_ART
Fire Orb	Spell	connected to	orb.\nThe	MONEY
Great Fireball	Spell	connected to	Ultimate	ORG
Great Fireball	Spell	connected to	Hurl	ORG
Great Fireball	Spell	connected to	Pyromancer	PERSON
Great Fireball	Spell	connected to	the Great Fireball	WORK_OF_ART
Firestorm	Spell	connected to	Quelana	PERSON
Firestorm	Spell	connected to	Izalith	PERSON
Fire Tempest	Spell	connected to	Quelana	PERSON
Fire Tempest	Spell	connected to	Izalith	PERSON
Fire Tempest	Spell	connected to	the Daughters of Chaos	ORG
Fire Surge	Spell	connected to	Pyromancy	PERSON
Fire Surge	Spell	connected to	the Great Swamp	LOC
Fire Surge	Spell	connected to	the Great Swamp	LOC
Fire Surge	Spell	connected to	one	CARDINAL
Fire Whip	Spell	connected to	Quelana	PERSON
Fire Whip	Spell	connected to	Izalith	PERSON
Fire Whip	Spell	connected to	whip.\nThe	GPE
Fire Whip	Spell	connected to	Combustion	ORG
Combustion	Spell	connected to	hand.\nOne	PERSON
Combustion	Spell	connected to	pyromancies	GPE
Great Combustion	Spell	connected to	Pyromancy	PERSON
Great Combustion	Spell	connected to	hand.\nGreat Combustion	FAC
Poison Mist	Spell	connected to	Eingyi	ORG
Toxic Mist	Spell	connected to	Eingyi	ORG
Toxic Mist	Spell	connected to	Eingyi	ORG
Toxic Mist	Spell	connected to	the Great Swamp	LOC
Toxic Mist	Spell	connected to	One	CARDINAL
Acid Surge	Spell	connected to	Pyromancy	PERSON
Acid Surge	Spell	connected to	the Great Swamp	LOC
Acid Surge	Spell	connected to	the Great Swamp	LOC
Acid Surge	Spell	connected to	one	CARDINAL
Iron Flesh	Spell	connected to	Pyromancy	PERSON
Iron Flesh	Spell	connected to	Carmina	ORG
Flash Sweat	Spell	connected to	Pyromancy	PERSON
Flash Sweat	Spell	connected to	Carmina	ORG
Flash Sweat	Spell	connected to	Salaman	PERSON
Flash Sweat	Spell	connected to	Pyromancer	PERSON
Undead Rapport	Spell	connected to	Quelana	PERSON
Undead Rapport	Spell	connected to	Izalith	PERSON
Power Within	Spell	connected to	Pyromancy	PERSON
Power Within	Spell	connected to	Carmina	ORG
Power Within	Spell	connected to	eons	DATE
Great Chaos Fireball	Spell	connected to	the Witch of Izalith	ORG
Great Chaos Fireball	Spell	connected to	humanity.\nThe Flame of Chaos	PRODUCT
Chaos Storm	Spell	connected to	the Witch of Izalith	ORG
Chaos Storm	Spell	connected to	humanity.\nThe Witch of Izalith	PRODUCT
Chaos Storm	Spell	connected to	the Flame of Chaos	WORK_OF_ART
Chaos Fire Whip	Spell	connected to	the Witch of Izalith	ORG
Chaos Fire Whip	Spell	connected to	the Daughters of Chaos	WORK_OF_ART
Soothing Sunlight	Spell	connected to	HP	ORG
Soothing Sunlight	Spell	connected to	Gwynevere	PERSON
Replenishment	Spell	connected to	Gradual HP	PERSON
Bountiful Sunlight	Spell	connected to	Sun	ORG
Bountiful Sunlight	Spell	connected to	Gwynevere	PERSON
Gravelord Sword Dance	Spell	connected to	first	ORDINAL
Gravelord Sword Dance	Spell	connected to	Gravelord Nito	PERSON
Gravelord Sword Dance	Spell	connected to	Giant Gravelord swords jut	PERSON
Gravelord Sword Dance	Spell	connected to	vicinity.\nNito	PERSON
Gravelord Sword Dance	Spell	connected to	the Giant Catacombs	FAC
Gravelord Greatsword Dance	Spell	connected to	first	ORDINAL
Gravelord Greatsword Dance	Spell	connected to	Gravelord Nito	PERSON
Gravelord Greatsword Dance	Spell	connected to	Giant Gravelord swords jut	PERSON
Gravelord Greatsword Dance	Spell	connected to	the Greatsword Dance	WORK_OF_ART
Gravelord Greatsword Dance	Spell	connected to	Gravelord	PERSON
Escape Death	Spell	connected to	the Way of White	ORG
Force	Spell	connected to	mobs.\n\n\n	ORG
Wrath of the Gods	Spell	connected to	Force	ORG
Wrath of the Gods	Spell	connected to	Force	ORG
Wrath of the Gods	Spell	connected to	Force	ORG
Emit Force	Spell	connected to	Outland	GPE
Emit Force	Spell	connected to	the Way of White	ORG
Emit Force	Spell	connected to	Force	ORG
Great Lightning Spear	Spell	connected to	Gwyn	PERSON
Sunlight Spear	Spell	connected to	Gwyn	PERSON
Sunlight Spear	Spell	connected to	Gwyn	PERSON
Magic Barrier	Spell	connected to	Bishop Havel	PERSON
Great Magic Barrier	Spell	connected to	Gwyn	PERSON
Great Magic Barrier	Spell	connected to	Seath the Scaleless	FAC
Karmic Justice	Spell	connected to	Velka	ORG
Karmic Justice	Spell	connected to	Goddess Velka	ORG
Tranquil Walk of Peace	Spell	connected to	Outland	GPE
Tranquil Walk of Peace	Spell	connected to	the Way of White	ORG
Vow of Silence	Spell	connected to	Velka	ORG
Vow of Silence	Spell	connected to	the Goddess of Sin	WORK_OF_ART
Sunlight Blade	Spell	connected to	Gwyn	PERSON
Darkmoon Blade	Spell	connected to	Gwyndolin	GPE
Darkmoon Blade	Spell	connected to	Gwyn	PERSON
Darkmoon Blade	Spell	connected to	Darkmoon.\nThe	NORP
Darkmoon Blade	Spell	connected to	Darkmoon	WORK_OF_ART
Parrying Dagger	Weapon	connected to	Carim	PERSON
Ghost Blade	Weapon	connected to	New Londo	GPE
Priscilla's Dagger	Weapon	connected to	one	CARDINAL
Priscilla's Dagger	Weapon	connected to	Priscilla	PERSON
Priscilla's Dagger	Weapon	connected to	the Dragon Crossbreed	PRODUCT
Priscilla's Dagger	Weapon	connected to	Ariamis	NORP
Shortsword	Weapon	connected to	Straight Sword Attack	WORK_OF_ART
Longsword	Weapon	connected to	Straight Sword Attack	WORK_OF_ART
Broadsword	Weapon	connected to	Straight Sword Attack	WORK_OF_ART
Broken Straight Sword	Weapon	connected to	Straight Sword Attack	WORK_OF_ART
Broken Straight Sword	Weapon	connected to	Regular/Thrust\nHalf	ORG
Balder Side Sword	Weapon	connected to	Straight Sword Attack	WORK_OF_ART
Balder Side Sword	Weapon	connected to	Balder	PERSON
Balder Side Sword	Weapon	connected to	Balder	PERSON
Balder Side Sword	Weapon	connected to	Knight King Rendal	ORG
Sunlight Straight Sword	Weapon	connected to	Straight Sword Attack	WORK_OF_ART
Sunlight Straight Sword	Weapon	connected to	Solaire	LOC
Sunlight Straight Sword	Weapon	connected to	Astora	GPE
Barbed Straight Sword	Weapon	connected to	Straight Sword Attack	WORK_OF_ART
Barbed Straight Sword	Weapon	connected to	Darkwraith Kirk	PERSON
Silv. Knight Str. Sword	Weapon	connected to	Straight Sword Attack	WORK_OF_ART
Silv. Knight Str. Sword	Weapon	connected to	Anor Londo	GPE
Astora's Straight Sword	Weapon	connected to	Straight Sword Attack	WORK_OF_ART
Astora's Straight Sword	Weapon	connected to	one	CARDINAL
Astora's Straight Sword	Weapon	connected to	Astora	PERSON
Darksword	Weapon	connected to	Straight Sword Attack	WORK_OF_ART
Darksword	Weapon	connected to	Four	CARDINAL
Darksword	Weapon	connected to	New Londo	GPE
Darksword	Weapon	connected to	Four	CARDINAL
Darksword	Weapon	connected to	Darkwraiths	PERSON
Drake Sword	Weapon	connected to	Straight Sword Attack	WORK_OF_ART
Drake Sword	Weapon	connected to	one	CARDINAL
Drake Sword	Weapon	connected to	drake	PERSON
Straight Sword Hilt	Weapon	connected to	Straight Sword Attack	WORK_OF_ART
Bastard Sword	Weapon	connected to	two	CARDINAL
Bastard Sword	Weapon	connected to	tight quarters	DATE
Claymore	Weapon	connected to	two	CARDINAL
Man-serpent Greatsword	Weapon	connected to	Sen	PERSON
Flamberge	Weapon	connected to	Sen	PERSON
Stone Greatsword	Weapon	connected to	greatsword.\nThe	ORG
Stone Greatsword	Weapon	connected to	two	CARDINAL
Greatsword of Artorias	Weapon	connected to	wolf Sif	PERSON
Greatsword of Artorias	Weapon	connected to	the Abysswalker Knight	ORG
Greatsword of Artorias	Weapon	connected to	Artorias	PERSON
Greatsword of Artorias	Weapon	connected to	Darkwraiths	PERSON
Greatsword of Artorias	Weapon	connected to	wolf Sif	PERSON
Greatsword of Artorias	Weapon	connected to	the Abysswalker Knight	ORG
Greatsword of Artorias	Weapon	connected to	Artorias	PERSON
Greatsword of Artorias	Weapon	connected to	Darkwraiths	PERSON
Great Lord Greatsword	Weapon	connected to	Regular\nGreatsword	PRODUCT
Great Lord Greatsword	Weapon	connected to	Gwyn	PERSON
Great Lord Greatsword	Weapon	connected to	Gwyn	PERSON
Moonlight Greatsword	Weapon	connected to	one	CARDINAL
Moonlight Greatsword	Weapon	connected to	Seath the Scaleless	FAC
Greatsword of Artorias	Weapon	connected to	wolf Sif	PERSON
Greatsword of Artorias	Weapon	connected to	Artorias	PERSON
Greatsword of Artorias	Weapon	connected to	Artorias	PERSON
Greatsword of Artorias	Weapon	connected to	Abyss	FAC
Great Lord Greatsword	Weapon	connected to	Regular\nGreatsword	PRODUCT
Great Lord Greatsword	Weapon	connected to	Gwyn	PERSON
Great Lord Greatsword	Weapon	connected to	Gwyn	PERSON
Zweihander	Weapon	connected to	Ultra Greatsword Attack	PRODUCT
Zweihander	Weapon	connected to	Regular\nOne	CARDINAL
Zweihander	Weapon	connected to	two	CARDINAL
Greatsword	Weapon	connected to	Ultra Greatsword Attack	PRODUCT
Greatsword	Weapon	connected to	the Knights Berenike	ORG
Greatsword	Weapon	connected to	Black Iron Tarkus	ORG
Demon Great Machete	Weapon	connected to	Ultra Greatsword Attack	PRODUCT
Demon Great Machete	Weapon	connected to	Capra	PERSON
Demon Great Machete	Weapon	connected to	hooked.\nThe	ORG
Dragon Greatsword	Weapon	connected to	Ultra Greatsword Attack	PRODUCT
Dragon Greatsword	Weapon	connected to	one	CARDINAL
Dragon Greatsword	Weapon	connected to	Ash Lake	GPE
Dragon Greatsword	Weapon	connected to	two	CARDINAL
Black Knight Greatsword	Weapon	connected to	Ultra Greatsword Attack	PRODUCT
Scimitar	Weapon	connected to	Curved Sword Attack	WORK_OF_ART
Falchion	Weapon	connected to	Curved Sword Attack	WORK_OF_ART
Shotel	Weapon	connected to	Curved Sword Attack	WORK_OF_ART
Shotel	Weapon	connected to	Earl of Carim	PERSON
Jagged Ghost Blade	Weapon	connected to	Curved Sword Attack	WORK_OF_ART
Jagged Ghost Blade	Weapon	connected to	New Londo	GPE
Painting Guardian Sword	Weapon	connected to	Curved Sword Attack	WORK_OF_ART
Painting Guardian Sword	Weapon	connected to	Anor Londo	GPE
Quelaag's Furysword	Weapon	connected to	Curved Sword Attack	WORK_OF_ART
Quelaag's Furysword	Weapon	connected to	Quelaag	ORG
Quelaag's Furysword	Weapon	connected to	the Witch of Izalith	ORG
Quelaag's Furysword	Weapon	connected to	Quelaag	ORG
Server	Weapon	connected to	HP	ORG
Murakumo	Weapon	connected to	Eastern	NORP
Murakumo	Weapon	connected to	Katana	ORG
Murakumo	Weapon	connected to	Nata	NORP
Gravelord Sword	Weapon	connected to	Slash/Thrust\nSword	ORG
Gravelord Sword	Weapon	connected to	Gravelord Nito	PERSON
Gravelord Sword	Weapon	connected to	first	ORDINAL
Gravelord Sword	Weapon	connected to	fallen.\nThe	GPE
???	Weapon	connected to	King's	ORG
Uchigatana	Weapon	connected to	Thrust\nKatana	ORG
Uchigatana	Weapon	connected to	Eastern	NORP
Uchigatana	Weapon	connected to	Uchigatana	PERSON
Washing Pole	Weapon	connected to	Thrust\nKatana	ORG
Washing Pole	Weapon	connected to	Eastern	NORP
Iaito	Weapon	connected to	Slash\nKatana	ORG
Iaito	Weapon	connected to	Eastern	NORP
Iaito	Weapon	connected to	Katana	ORG
Iaito	Weapon	connected to	Iaijutsu technique.\nIaijutsu	ORG
Chaos Blade	Weapon	connected to	Quelaag	ORG
Chaos Blade	Weapon	connected to	the Witch of Izalith	ORG
Chaos Blade	Weapon	connected to	Quelaag	ORG
Mail Breaker	Weapon	connected to	Thrusting Sword Attack	WORK_OF_ART
Rapier	Weapon	connected to	Thrusting Sword Attack	WORK_OF_ART
Rapier	Weapon	connected to	one	CARDINAL
Estoc	Weapon	connected to	Thrusting Sword Attack	WORK_OF_ART
Estoc	Weapon	connected to	one	CARDINAL
Velka's Rapier	Weapon	connected to	Thrusting Sword Attack	WORK_OF_ART
Velka's Rapier	Weapon	connected to	Velka	ORG
Ricard's Rapier	Weapon	connected to	Thrusting Sword Attack	WORK_OF_ART
Ricard's Rapier	Weapon	connected to	Thrust\nA	NORP
Ricard's Rapier	Weapon	connected to	Ricard	PERSON
Hand Axe	Weapon	connected to	Regular\nSmall	PERSON
Hand Axe	Weapon	connected to	One	CARDINAL
Battle Axe	Weapon	connected to	one	CARDINAL
Crescent Axe	Weapon	connected to	the Way of White	PRODUCT
Crescent Axe	Weapon	connected to	The Crescent Axe	ORG
Golem Axe	Weapon	connected to	Sen's Fortress	ORG
Golem Axe	Weapon	connected to	Anor Londo	GPE
Golem Axe	Weapon	connected to	one	CARDINAL
Gargoyle Tail Axe	Weapon	connected to	Anor Londo.\nCan	ORG
Greataxe	Weapon	connected to	greataxe	PERSON
Greataxe	Weapon	connected to	one	CARDINAL
Demon's Greataxe	Weapon	connected to	Taurus	PRODUCT
Dragon King Greataxe	Weapon	connected to	one	CARDINAL
Club	Weapon	connected to	one	CARDINAL
Mace	Weapon	connected to	Strike\nIron	NORP
Mace	Weapon	connected to	one	CARDINAL
Mace	Weapon	connected to	one	CARDINAL
Morning Star	Weapon	connected to	One	CARDINAL
Pickaxe	Weapon	connected to	Pickaxe	PERSON
Reinforced Club	Weapon	connected to	burg	GPE
Blacksmith Hammer	Weapon	connected to	Andre of Astora	PERSON
Blacksmith Giant Hammer	Weapon	connected to	Strike\nWooden hammer	PERSON
Blacksmith Giant Hammer	Weapon	connected to	Anor Londo	GPE
Hammer of Vamos	Weapon	connected to	Vamos	ORG
Hammer of Vamos	Weapon	connected to	Catacombs	PRODUCT
Grant	Weapon	connected to	the Way of White	PRODUCT
Demon's Great Hammer	Weapon	connected to	Strike\nDemon	ORG
Demon's Great Hammer	Weapon	connected to	North Undead	NORP
Dragon Tooth	Weapon	connected to	Strike\nCreated	ORG
Dragon Tooth	Weapon	connected to	Havel	GPE
Dragon Tooth	Weapon	connected to	Rock.\nThe	GPE
Large Club	Weapon	connected to	Blighttown	ORG
Smough's Hammer	Weapon	connected to	Smough	GPE
Smough's Hammer	Weapon	connected to	Anor Londo	GPE
Smough's Hammer	Weapon	connected to	Smough	GPE
Smough's Hammer	Weapon	connected to	Four	CARDINAL
Caestus	Weapon	connected to	Caestus	ORG
Claw	Weapon	connected to	three	CARDINAL
Claw	Weapon	connected to	Eastern	NORP
Dragon Bone Fist	Weapon	connected to	Sen's Fortress	ORG
Dragon Bone Fist	Weapon	connected to	Anor Londo	GPE
Dark Hand	Weapon	connected to	Strike\nThe Darkwraiths	ORG
Dark Hand	Weapon	connected to	Kaathe	PERSON
Partizan	Weapon	connected to	cramped quarters	DATE
Demon's Spear	Weapon	connected to	Batwing	NORP
Demon's Spear	Weapon	connected to	Anor Londo	GPE
Channeler's Trident	Weapon	connected to	the Six-eyed	FAC
Channeler's Trident	Weapon	connected to	Seath the Scaleless	FAC
Silver Knight Spear	Weapon	connected to	Anor Londo	GPE
Silver Knight Spear	Weapon	connected to	motion.\n	ORG
Pike	Weapon	connected to	Thrust\nLong	GPE
Pike	Weapon	connected to	handle.\n	NORP
Dragonslayer Spear	Weapon	connected to	Thrust\nCross	PERSON
Dragonslayer Spear	Weapon	connected to	Ornstein	PERSON
Dragonslayer Spear	Weapon	connected to	Dragonslayer	PRODUCT
Dragonslayer Spear	Weapon	connected to	Anor Londo	GPE
Dragonslayer Spear	Weapon	connected to	Two	CARDINAL
Moonlight Butterfly Horn	Weapon	connected to	Thrust\nWeapon	ORG
Moonlight Butterfly Horn	Weapon	connected to	the Darkroot Garden	FAC
Moonlight Butterfly Horn	Weapon	connected to	Moonlight	WORK_OF_ART
Dragonslayer Spear	Weapon	connected to	Thrust\nCross	PERSON
Dragonslayer Spear	Weapon	connected to	Ornstein	PERSON
Dragonslayer Spear	Weapon	connected to	Dragonslayer	PRODUCT
Dragonslayer Spear	Weapon	connected to	Anor Londo	GPE
Dragonslayer Spear	Weapon	connected to	Two	CARDINAL
Halberd	Weapon	connected to	Halberd Attack	PRODUCT
Halberd	Weapon	connected to	Halberd	ORG
Halberd	Weapon	connected to	two	CARDINAL
Halberd	Weapon	connected to	one	CARDINAL
Giant's Halberd	Weapon	connected to	Halberd Attack	PRODUCT
Titanite Catch Pole	Weapon	connected to	Halberd Attack	PRODUCT
Titanite Catch Pole	Weapon	connected to	One	CARDINAL
Gargoyle's Halberd	Weapon	connected to	Halberd Attack	PRODUCT
Black Knight Halberd	Weapon	connected to	Halberd Attack	PRODUCT
Lucerne	Weapon	connected to	Halberd Attack	PRODUCT
Lucerne	Weapon	connected to	Thrust\nHalberd	ORG
Lucerne	Weapon	connected to	Lucerne	GPE
Scythe	Weapon	connected to	Halberd Attack	PRODUCT
Scythe	Weapon	connected to	one	CARDINAL
Scythe	Weapon	connected to	one	CARDINAL
Great Scythe	Weapon	connected to	Halberd Attack	PRODUCT
Lifehunt Scythe	Weapon	connected to	Halberd Attack	PRODUCT
Lifehunt Scythe	Weapon	connected to	Priscilla	PERSON
Lifehunt Scythe	Weapon	connected to	the Painted World of Ariamis	EVENT
Lifehunt Scythe	Weapon	connected to	Priscilla	PERSON
Dragonslayer Greatbow	Weapon	connected to	Greatbow Attack	PERSON
Dragonslayer Greatbow	Weapon	connected to	Dragonslayers	PRODUCT
Dragonslayer Greatbow	Weapon	connected to	Hawkeye Gough	PERSON
Dragonslayer Greatbow	Weapon	connected to	one	CARDINAL
Dragonslayer Greatbow	Weapon	connected to	Gwyn	ORG
Dragonslayer Greatbow	Weapon	connected to	Four Knights.\nThis	DATE
Darkmoon Bow	Weapon	connected to	Darkmoon	PERSON
Darkmoon Bow	Weapon	connected to	Gods, Anor	GPE
Darkmoon Bow	Weapon	connected to	Moonlight Arrows	WORK_OF_ART
Avelyn	Weapon	connected to	Eidas	ORG
Sniper Crossbow	Weapon	connected to	Carim	PRODUCT
Sniper Crossbow	Weapon	connected to	the Sniper Crossbow	PRODUCT
Sorcerer's Catalyst	Weapon	connected to	Vinheim Dragon School.\nEquip	PERSON
Sorcerer's Catalyst	Weapon	connected to	Attune	PERSON
Beatrice's Catalyst	Weapon	connected to	Beatrice	ORG
Beatrice's Catalyst	Weapon	connected to	Vinheim	PERSON
Beatrice's Catalyst	Weapon	connected to	age-old	DATE
Tin Banishment Catalyst	Weapon	connected to	New Londo	GPE
Tin Banishment Catalyst	Weapon	connected to	Darkwraiths	PERSON
Logan's Catalyst	Weapon	connected to	the Vinheim sorcerers	ORG
Logan's Catalyst	Weapon	connected to	Logan	PERSON
Logan's Catalyst	Weapon	connected to	one	CARDINAL
Tin Darkmoon Catalyst	Weapon	connected to	Darkmoon	PERSON
Tin Darkmoon Catalyst	Weapon	connected to	Anor Londo	GPE
Tin Darkmoon Catalyst	Weapon	connected to	Gwyndolin	GPE
Tin Darkmoon Catalyst	Weapon	connected to	Gwyn	PERSON
Tin Darkmoon Catalyst	Weapon	connected to	Moon	PERSON
Oolacile Ivory Catalyst	Weapon	connected to	Oolacile	FAC
Tin Crystallization Ctlyst.	Weapon	connected to	Logan	PERSON
Demon's Catalyst	Weapon	connected to	Thrust\nDemon catalyst	ORG
Demon's Catalyst	Weapon	connected to	Izalith	PERSON
Demon's Catalyst	Weapon	connected to	The Demon Firesage	ORG
Demon's Catalyst	Weapon	connected to	first	ORDINAL
Demon's Catalyst	Weapon	connected to	the Witch of Izalith	ORG
Izalith Catalyst	Weapon	connected to	the Chaos Flame	PRODUCT
Pyromancy Flame	Weapon	connected to	Pyromancy Flame Attack	PERSON
Pyromancy Flame	Weapon	connected to	Great Swamp	FAC
Pyromancy Flame	Weapon	connected to	Pyromancers	PERSON
