ItemType	Name (EN)	Description (EN)
Item	Weapon Smithbox	Tool used to etch titanite into weapons for reinforcement.\nRest at a bonfire to make weapon reinforcement possible.
Item	Armor Smithbox	Tool used to etch titanite into armor for reinforcement.\nRest at a bonfire to make armor reinforcement possible.
Item	Repairbox	"Specialized mortar used to repair weapons and armor by grinding repair powder.\nRest at a bonfire to make weapon and armor repair possible. Repair powder is fragile, and cannot be taken along."
Item	Rite of Kindling	"This secret rite allows bonfires to be bolstered further with Kindling, so that even more Estus can be collected.\nKindling was a sacred rite passed down among clerics, but all Undead can imitate the process, in the same manner that they restore their Hollowing with humanity. How peculiar that humans had found little use for humanity until they turned Undead."
Item	Bottomless Box	"A peculiar bottomless wooden box. Its origins are unknown. Some deride it as a symbol of unbridled avarice.\nAny number of items can be deposited into the box, and items can be managed while resting at a bonfire."
Item	Sorcery: Soul Arrow	"Elementary sorcery. Fire soul arrow.\nSoul arrows inflict magic damage, making them effective against iron armor, tough scales, and other physically resilient materials."
Item	Sorcery: Great Soul Arrow	"Sorcery which improves upon Soul Arrow. Fire strong soul arrow.\nAt the Vinheim Dragon School, the acquisition of this spell marks an apprentice's coronation as a sorcerer."
Item	Sorcery: Heavy Soul Arrow	"Soul sorcery emphasizing power. Fire heavy soul arrow.\nA more powerful, but also slower sorcery. Difficult to use due to a long cool down and a limitation on the number of castings."
Item	Sorcery: Great Heavy Soul Arrow	"Sorcery which improves upon Heavy Soul Arrow. Fire strong heavy soul arrow.\nAs difficult to use as Heavy Soul Arrow, but powerful enough to make it well worth it. Adored by certain sorcerers."
Item	Sorcery: Homing Soulmass	Sorcery developed by Big Hat Logan. Fire homing soulmass.\nLife originates in the soul; no wonder the soulmass draws toward it. This sorcery is a window into seeker Logan's methods.
Item	Sorcery: Homing Crystal Soulmass	"Sorcery boosted by the knowledge. Logan acquired at the Regal Archives. Fire homing crystal soulmass.\nThe mysteries of souls, crystals, and the sorceries are deeply intertwined."
Item	Soul Spear	"Sorcery developed by Big Hat Logan. Fire piercing soul spear.\nA symbol of Logan's strength, the soul spear is referenced repeatedly in the legends, and is said to be on par with Lord Gwyn's lightning."
Item	Sorcery: Crystal Soul Spear	"Sorcery boosted by the knowledge. Logan acquired at the Regal Archives. Fire piercing crystal soul spear.\nThese pale magic spears, sharpened through crystallization, are on par with the armaments of the ancient lords."
Item	Magic Weapon	Sorcery for casters who wield swords. Magic augmentation: right weapon.\nThe power of the magic swordsmen of Vinheim is predicated upon this and Magic Shield. Many warriors learn sorcery just for this.
Item	Sorcery: Great Magic Weapon	"Sorcery which improves upon Magic Weapon. High magic augmentation: right weapon.\nAt Vinheim Dragon School, only magic swordsmen on special orders are allowed to learn this spell which grants powerful augmentation to various weapons."
Item	Sorcery: Crystal Magic Weapon	"Sorcery boosted by the knowledge. Logan acquired at the Regal Archive. High magic + crystallization: right weapon\nLogan's trials were successful, and the crystal medium facilitated a stronger bond between weapon and soul."
Item	Sorcery: Magic Shield	Sorcery for casters who wield swords. Magic augmentation: left shield.\nShields augmented by magic are resistant to magic attacks and have higher stability. This spell makes it possible to challenge powerful foes with a small shield.
Item	Sorcery: Strong Magic Shield	"Sorcery which improves upon Magic Shield. High magic augmentation: left shield.\nAt Vinheim Dragon School, only magic swordsmen on special orders are allowed to learn this spell which grants temporary strength to greatshields."
Item	Sorcery: Hidden Weapon	"Ancient sorcery of the lost land of Oolacile. Turns right weapon invisible.\nNot a simple augmentation, making it dependent on the skill of its caster. An example of the capacity of Oolacile sorceries to control light."
Item	Sorcery: Hidden Body	"Ancient sorcery of the lost land of Oolacile. Turns body nearly invisible.\nAlthough perfect invisibility is unachievable due to the risk of dissipation, the caster need only stand still for a moment to blend in to environs with astounding camouflage.\n\n\n"
Item	Cast Light	Ancient sorcery of the lost land of Oolacile. Cast a bright light upon surroundings.\nThis light-producing sorcery is elementary but nonetheless demonstrates the achievements in mysticism of Oolacile. Such magic has not been developed even in Vinheim.
Item	Sorcery: Hush	"Sorcery developed by a certain surreptitious sorcerer at Vinheim Dragon School. Masks all noises of caster.\nEffectively, Vinheim is controlled by the Dragon School, and it is no wonder that the town has its share of dark secrets."
Item	Sorcery: Aural Decoy	"Sorcery used by playful sorcerers. Lure enemies away by creating a sound originating in the distance.\nThis spell is not the first choice for serious sorcerers, but it has a surprising amount of applications, some of them extremely effective."
Item	Sorcery: Repair	"Ancient sorcery of the lost land of Oolacile. Repair equipped weapons and armor.\nThis sorcery was a part of everyday life in Oolacile. Its effects resemble Repair Powder, which must have found its way into the culture of this lost land."
Item	Sorcery: Fall Control	"Sorcery developed by a certain surreptitious sorcerer at Vinheim Dragon School. Reduce damage and noise from fall.\nThis sorcery, along with Hush, explains the extravagant cost of hiring Vinheim spooks.\n\n"
Item	Sorcery: Chameleon	Ancient sorcery of the lost land of Oolacile. Transform into something inconspicuous.\nA separate stealth spell from Hidden Body. A skilled stealth sorcerer must be aware of his or her surroundings and of which objects are prime candidates for imitation.\n
Item	Sorcery: Resist Curse	"Sorcery of the red-robed remedician. Ingward, guardian of the seal in New Londo Sacrifice humanity to undo curse.\nAbhorrent curses eat away at the core of one's very existence, and cleansing oneself of curses is no easy task indeed."
Item	Sorcery: Remedy	"Sorcery of the red-robed Yulva, one of the Sealers of New Londo. Reduce bleeding and poison build-up, and undo various poisonous effects.\nOne of New Londo's unique healing sorceries. Perhaps she abandoned her Sealer duty to take her healing arts back to Blighttown."
Item	Sorcery: White Dragon Breath	"Sorcery developed by Logan during his infatuation with Seath the Scaleless. Emit crystal breath of Seath the Scaleless.\nAlthough it no longer causes curses, what madness caused old Big Hat to appropriate this frightful power of the ancient dragons?"
Item	Dark Orb	"Abyss sorcery discovered by an Oolacile sorcerer on the brink of madness. Fire giant Dark Orb. In contrast to standard soul sorceries, Abyss sorceries are weighty and inflict physical damage. Perhaps human souls, because of their humanity, produce sorceries with more tangible presence."
Item	Dark Bead	"Abyss sorcery discovered by an Oolacile sorcerer on the brink of madness. Fire successive Dark Orbs.\nIn contrast to standard soul sorceries, Abyss sorceries are weighty and inflict physical damage. Perhaps a human soul is closer to matter in its humanity."
Item	Dark Fog	"Abyss sorcery discovered by an Oolacile sorcerer on the brink of madness. Create a cloud of Dark Fog.\nAlthough Dark Fog is, in theory, relatively close to humanity, it also happens to be a terrible poison for humans. Perhaps it reflects man's cruelty against his own."
Item	Pursuers	"Sorcery of Manus, Father of the Abyss. Grant a fleeting will to the Dark of humanity, and volley the result.\nThe will feels envy, or perhaps love, and despite the inevitably trite and tragic ending, the will sees no alternative, and is driven madly toward its target."
Item	Pyromancy: Fireball	"Standard pyromancy of the Great Swamp. Hurl fireball.\nThe fire damage caused by fireballs makes them effective against corporeal beasts and Undead, who by nature fear flame."
Item	Fire Orb	"Pyromancy which improves upon Fireball. Hurl fire orb.\nThe flaming fire orb explodes upon impact, causing fire splash damage in a spectacle which seems to symbolize the strength of the fire-manipulating pyromancers."
Item	Pyromancy: Great Fireball	"Ultimate fireball pyromancy. Hurl giant fireball.\nSalaman the Master Pyromancer, also called the Great Fireball after this spell, believed pyromancy was rooted in an adoration of fire. Those who acquire this spell usually agree.\n"
Item	Pyromancy: Firestorm	"Primal pyromancy taught by Quelana of Izalith. Erect fire pillars in vicinity.\nThe storm of flame is indiscriminate, and incinerates all nearby life."
Item	Pyromancy: Fire Tempest	Primal pyromancy of Quelana of Izalith. Erect giant fire pillars in vicinity.\nThe tempestuous raging flames resemble those summoned by the Daughters of Chaos when they challenged the ancient dragons and scorched the very earth.
Item	Pyromancy: Fire Surge	"Pyromancy foreign to the Great Swamp. Create a surge of flame from palm of hand.\nNot all pyromancy originates in the Great Swamp. One hears rumors of unknown pyromancers inhabiting various lands, and this spell is the work of one such outlander."
Item	Pyromancy: Fire Whip	"Primal pyromancy taught by Quelana of Izalith. Sweep foes with fire whip.\nThe root pyromancy of Combustion, but much more difficult to wield."
Item	Pyromancy: Combustion	"Elementary pyromancy. Create powerful flame in hand.\nOne of the most basic pyromancies. For this very reason, the flame thus created is fierce."
Item	Great Combustion	"Pyromancy which improves upon Combustion. Create powerful, giant flame in hand.\nGreat Combustion creates a powerful flame, but many sorcerers mock the simplicity of this spell."
Item	Pyromancy: Poison Mist	"Unique pyromancy crafted by Eingyi, considered a heretic even at the Great Swamp Create poison mist.\nEingyi became an egg-bearing Undead who serves a deformed young girl who speaks an unintelligible tongue."
Item	Pyromancy: Toxic Mist	"Unique pyromancy crafted by Eingyi, considered a heretic even at the Great Swamp Create intense poison mist.\nWhy was Eingyi driven from the Great Swamp? One only need cast this pyromancy, a perverse diversion from the art of fire, to find out."
Item	Pyromancy: Acid Surge	"Pyromancy foreign to the Great Swamp. Emit acid which corrodes weapons and armor.\nNot all pyromancy originates in the Great Swamp. One hears rumors of unknown pyromancers inhabiting various lands, and this spell is the work of one such outlander."
Item	Iron Flesh	"Pyromancy of Carmina, who harnessed the power of flame to actualize the inner-self. Iron flesh boosts defense and resilience.\nUse of this pyromancy requires caution, as the caster becomes exceedingly heavy and unable to move freely."
Item	Pyromancy: Flash Sweat	"Pyromancy of Carmina, who harnessed the power of flame to actualize the inner-self. Intense sweating reduces flame damage.\nCarmina, the most accomplished pupil of Salaman the Master Pyromancy, pioneered new directions for the art of pyromancy."
Item	Pyromancy: Undead Rapport	"Pyromancy of Carmina, who harnessed the power of flame to actualize the inner-self. Short strength/endurance boost, but lose HP.\nExcessive power eats away the life-force of its caster, and like all dangerous spells, Power Within was kept secret for eons."
Item	Pyromancy: Power Within	"Art of the Flame of Chaos, which engulfed the Witch of Izalith and her daughters. Hurl giant chaos fireball, which changes strength depending on humanity.\nThe Flame of Chaos can melt stone, producing a short-lived lava glob."
Item	Pyromancy: Great Chaos Fireball	"Art of the Flame of Chaos, which engulfed the Witch of Izalith and her daughters. Erect localized chaos fire pillars which change strength depending on humanity\nThe Witch of Izalith, in an ambitious attempt to copy the First Flame, created instead the Flame of Chaos, a twisted bed of life."
Item	Pyromancy: Chaos Storm	"Art of the Flame of Chaos, which engulfed the Witch of Izalith and her daughters Sweep foes with chaos fire whip which changes strength depending on humanity\nThe fire whip was wielded by the eldest of the Daughters of Chaos."
Item	Pyromancy: Chaos Fire Whip	Miracles
Item	Black Flame	"A pyromancy discovered from the Dark of the Abyss by a pyromancer who wandered into Oolacile. Conjure a great black flame in one's palm.\nBlack flames are weighty, and inflict physical damage, enough to smack away the mightiest of shields."
Item	Miracle: Heal	"Great miracle cast by advanced clerics. Restores high HP.\nGreat Heal is a long tale, only learned by a select few. No caster will be disappointed by the bountiful life that it yields."
Item	Miracle: Great Heal	"Great miracle cast by advanced clerics. Restores high HP.\nGreat Heal Excerpt borrows from only several verses of Great Heal. As a result, it can only be cast a stark few times."
Item	Great Heal Excerpt	"Special miracle granted to the maidens of Gwynevere, Princess of the Sun. Restores high HP for self and vicinity.\nThe miracles of Gwynevere, the princess cherished by all, grant their blessing to a great many warriors."
Item	Miracle: Soothing Sunlight	"Common miracle amongst cleric knights. Gradual HP restoration.\nBeware of the cleric knight blessed by Replenishment, for he shall not fall easily."
Item	Replenishment	"Special miracle granted to the maidens of Gwynevere, Princess of the Sun. Gradual HP restoration for self and vicinity.\nThe miracles of Gwynevere, the princess cherished by all, grant their blessing to a great many warriors."
Item	Miracle: Bountiful Sunlight	"Miracle known only by the servants of the first dead, Gravelord Nito. Giant Gravelord swords jut out in vicinity.\nNito sleeps deep within the Giant Catacombs, quietly overseeing all death, and waiting for his servants to usher in the Eye of Death."
Item	Miracle: Gravelord Sword Dance	"Miracle known only by the servants of the first dead, Gravelord Nito. Giant Gravelord swords jut out in vicinity.\nMany have died, and many eyes were claimed to realize the Greatsword Dance, a Gravelord ritual known only by his closest servants."
Item	Miracle: Gravelord Greatsword Dance	"Lost miracle, foreign to the Way of White While active, no losses incurred upon death\nThe Way of White recognizes death itself, but admonishes the Undead. It is for this very reason that this miracle was lost."
Item	Miracle: Escape Death	"Great miracle cast by advanced clerics. Return to last bonfire rested at.\nWould normally link to one's homeland, only the curse of the Undead has distorted its power, redirecting casters to a bonfire. Or perhaps for Undead, this serves as home?"
Item	Homeward	"Common miracle amongst cleric knights. Create shockwave.\nThis quickly-acting miracle inflicts no damage, but propels foes back and defends against arrows. Cleric knights use this miracle when charging into enemy mobs.\n\n\n"
Item	Miracle: Force	Primal form of Force. Create powerful shockwave.\nWrath of the Gods was an epic tale that tattered over time and devolved into the modern Force. This primal form of Force emits a shockwave that also inflicts damage.
Item	Miracle: Wrath of the Gods	"Outland miracle, foreign to the Way of White. Emit shockwave.\nConsidered an alternate branching of Force. Emits an expanding shockwave orb."
Item	Miracle: Emit Force	"Miracle of clerics on an Undead mission. Display more guidance from other worlds.\nGuidance facilitates communication between Undead, but their value varies greatly. A balance of faith and wisdom is required."
Item	Seek Guidance	"Miracle passed down to those bound by the Warrior of Sunlight covenant. Hurl lightning spear.\nLightning spears inflict rare lightning damage, and are very effective against magic, fire, and most of all, dragons."
Item	Miracle: Lightning Spear	"Miracle passed down to those bound by the Warrior of Sunlight covenant. Hurl giant lightning spear.\nThe weapon of the God of War, who inherited the sunlight of Lord Gwyn, but had respect only for arms, and nothing else."
Item	Miracle: Great Lightning Spear	"Miracle born from the fading soul of Gwyn. Hurl sunlight spear.\nIn the war that marked the dawn of the Age of Fire, Gwyn wielded these rays of sunlight, which remain fierce even as they fade."
Item	Miracle: Sunlight Spear	"Miracle of Bishop Havel the Rock. Cover body in defensive magic coating.\nThis coating greatly boosts magic defense, assisting warriors who must face the magic which Bishop Havel countered so proficiently."
Item	Miracle: Magic Barrier	"Miracle of Bishop Havel the Rock. Cover body in powerful def. magic coating.\nHavel the Rock, an old battlefield compatriot of Lord Gwyn, was the sworn enemy of Seath the Scaleless. He despised magic, and made certain to devise means of counteraction."
Item	Miracle: Great Magic Barrier	"Miracle of the black-haired witch Velka. Temporary auto counter vs. heavy damage.\nFor each sin there is a punishment, and it is the task of Goddess Velka to define the sin, and mete out the punishment."
Item	Miracle: Karmic Justice	"Miracle of the black-haired witch Velka. Temporary auto counter vs. heavy damage.\nFor each sin there is a punishment, and it is the task of Goddess Velka to define the sin, and mete out the punishment."
Item	Miracle: Tranquil Walk of Peace	"Secret rite of the black-haired witch Velka. Prevents casting of magic within effect area.\nVelka, the Goddess of Sin, is a rogue deity, but she is versed in arts both new and old, and is considered to have a great range of influence even as gods are concerned."
Item	Miracle: Vow of Silence	"Miracle wielded by Lord Gwyn's firstborn. Boost right weapon with rays of Sun.\nThe power of sunlight, manifested as lightning, is very effective against dragons. When the eldest son was stripped of his deific status, he left this on his father's coffin, perhaps as a final farewell."
Item	Miracle: Sunlight Blade	"Miracle granted to those bound by covenant to Gwyndolin, Lord Gwyn's lastborn. Boost right weapon with rays of Darkmoon.\nThe power of the rays of the Darkmoon are manifested in vengeance, and the deeper the animus, the more devastating the attack."
Item	Miracle: Darkmoon Blade	"Miracle granted to those bound by covenant to Gwyndolin, Lord Gwyn's lastborn. Boost right weapon with rays of Darkmoon.\nThe power of the rays of the Darkmoon are manifested in vengeance, and the deeper the animus, the more devastating the attack."
Item	Beckon	
Item	Point forward	
Item	Hurrah!	
Item	Bow	
Item	Joy	
Item	Shrug	
Item	Wave	
Item	Praise the Sun	
Item	Point up	
Item	Point down	
Item	Look skyward	
Item	Well! What is it!	
Item	Prostration	
Item	Proper bow	
Item	Prayer	
Ring	Havel's Ring	"This ring was named after Havel the Rock, Lord Gwyn's old battlefield compatriot.\nHavel's men wore the ring to express faith in their leader and to carry a heavier load."
Ring	Red Tearstone Ring	The rare gem called tearstone has the uncanny ability to sense imminent death.\nThis red tearstone from Carim boosts the attack of its wearer when in danger.
Ring	Darkmoon Blade Covenant Ring	"Ring granted to those bound by the Darkmoon Blade covenant. Answer Dark Sun Gwyndolin's summoning.\nGwyndolin, all too aware of his repulsive, frail appearance, created the illusion of a sister Gwynevere, who helps him guard over Anor Londo. An unmasking of these deities would be tantamount to blasphemy."
Ring	Cat Covenant Ring	Ring granted to those bound by the Forest Hunter covenant. Answer Alvina's summoning.\nThe white cat Alvina speaks a human tongue and has lived since the early Age of Fire. Alvina was a trusted friend of Knight Artorias and the Great Wolf Sif.
Ring	Cloranthy Ring	"This ancient ring, engraved with a large green flower, is of unknown origin.\nHastens the regeneration of stamina."
Ring	Flame Stoneplate Ring	"Stoneplates, the symbol of a true knight, grant the strength to face various hardships.\nThe red stoneplate symbolizes fire, and boosts defence against flame."
Ring	Thunder Stoneplate Ring	"Stoneplates, the symbol of a true knight, grant the strength to face various hardships.\nThe yellow stoneplate symbolizes thunder, and boosts defence against lightning."
Ring	Spell Stoneplate Ring	"Stoneplates, the symbol of a true knight, grant the strength to face various hardships.\nThe blue stoneplate symbolizes souls, and boosts defence against magic."
Ring	Speckled Stoneplate Ring	"Stoneplates, the symbol of a true knight, grant the strength to face various hardships.\nThe precious rare speckled stoneplate grants a small boost to defence against magic, flame, and lightning."
Ring	Bloodbite Ring	"One of the infamous bite rings commissioned by Sir Arstor of Carim.\nDespite the dreadful rumors surrounding its creation, this ring is an unmistakable asset, in its ability to help prevent bleeding."
Ring	Poisonbite Ring	"One of the infamous bite rings commissioned by Sir Arstor of Carim.\nDespite the dreadful rumors surrounding its creation, this ring is an unmistakable asset, in its ability to help prevent poison."
Ring	Tiny Being's Ring	"Ring made of an ancient tiny red jewel. Grants small increase to HP.\nRings grant powers large and small. Their discovery, and effective use, can make one's journey easier."
Ring	Cursebite Ring	"One of the infamous bite rings commissioned by Sir Arstor of Carim.\nDespite the dreadful rumors surrounding its creation, this ring is an unmistakable asset, in its ability to help prevent curses."
Ring	White Seance Ring	"A divine ring entrusted to the head bishop of the Way of White and apostle to Allfather Lloyd, uncle to Lord Gwyn. It grants additional attunement slots.\nThe head bishop of the Way of White is the guardian of law and caste, and one of the great royals of Thorolund."
Ring	Bellowing Dragoncrest Ring	"A special ring granted to only the most accomplished sorcerers at Vinheim Dragon School.\nThe ring is engraved with an everlasting dragon, and boosts the strength of sorceries."
Ring	Dusk Crown Ring	"This magic crown-shaped ring was granted to princess Dusk of Oolacile upon her birth.\nThe ringstone allows its wearer to cast additional sorceries, but at the cost of one-half of HP."
Ring	Hornet Ring	"One of the special rings granted to the four knights of Gwyn. The Hornet Ring belonged to the Lord's Blade Ciaran.\nBy boosting critical attacks, its wearer can annihilate foes, as Ciaran's dagger laid waste to Lord Gwyn's enemies."
Ring	Hawk Ring	"One of the special rings granted to the four knights of Gwyn. The Hawk Ring belonged to Hawkeye Gough, who led the Greatarchers.\nBoosts bow range, so that arrows fly like they were shot by Gough's great bow, which took down high-flying dragons."
Ring	Ring of Steel Protection	"This ring belonged to the Knight King Rendal. It grants its wearer protection by boosting defense against physical attacks.\nOf the many legends surrounding the Knight King Rendal, one of the more well-known speaks of his standing down a giant drake and slashing it to pieces."
Ring	Covetous Gold Serpent Ring	"The serpent is an imperfect dragon and symbol of the Undead. Its habit of devouring prey even larger than itself has led to an association with gluttony.\nThis gold ring, engraved with the serpent, boosts its wearer's item discovery, so that more items can be amassed."
Ring	Covetous Silver Serpent Ring	"The serpent is an imperfect dragon and symbol of the Undead. Its habit of devouring prey even larger than itself has led to an association with gluttony.\nThis silver ring, engraved with the serpent, rewards its wearer with additional souls for each kill."
Ring	Slumbering Dragoncrest Ring	"This ring was secretly worn by a certain surreptitious sorcerer at Vinheim Dragon School.\nThe ring is engraved with an everlasting dragon in silent slumber, and masks all sound emitting from its wearer."
Ring	Ring of Fog	"Those who befriend Alvina are given this mysterious ring. It resembles a pearl with its robust pure-white fog.\nThe ring camouflages its wearer's presence, helping to prevent detection."
Ring	Rusted Iron Ring	"This iron ring was used to shackle the guilty. It is terribly rusted, and faintly stained with blood.\nThose who find this strange ring to their liking will be pleased to find it easier to gain footing on poor ground such as swamps."
Ring	Ring of Sacrifice	"This mystical ring was created in a sacrificial rite of Velka, the Goddess of Sin.\nIts wearer will lose nothing upon death, but the ring itself breaks."
Ring	Rare Ring of Sacrifice	"This mystical ring was created in a sacrificial rite of Velka, the Goddess of Sin. The magenta-shaded ring is especially rare.\nIts wearer will lose nothing upon death, and will be freed from any curse whatsoever, but the ring itself breaks."
Ring	Dark Wood Grain Ring	"This special ring crafted in an Eastern land is made of gold, but with a wood grain crest on its surface.\nAgents of subterfuge in this faraway land are particularly fond of the dark gold wood grain, which greatly alters its wearer's rolling action."
Ring	Ring of the Sun Princess	"This ring is granted to those who enter a Covenant with Gwynevere, daughter of Lord Gwyn and the Princess of Sunlight. This slightly warm ring boosts the synergy of miracles.\nThe Princess of Sunlight Gwynevere left Anor Londo along with many other deities, and later became wife to Flame God Flann."
Ring	Ring of Condemnation	"This black diamond ring is granted to those who enter a Covenant with Velka, the Goddess of Sin. It automatically counterattacks when its wearer inflicts sustained damage.\nVelka the Goddess of Sin is an eccentric witch versed in various secret rites, an"
Ring	Ring of Blind Ghosts	"This ring belonged to the seal guardian of New Londo. It prevents its wearer's discovery by cursed ghosts.\nThere were once three guardians of the seal, but two of them tired of their eternal task, and left New Londo long ago."
Ring	Old Witch's Ring	"Old ring from an old witch.\nEngraved minutely with indecipherable script, but seemingly useless."
Ring	Covenant of Artorias	"This ring symbolizes Knight Artorias's covenant with the beasts of the Abyss.\nIts wearer, like Artorias himself, can traverse the Abyss."
Ring	Orange Charred Ring	"An orange ring enchanted by a witch. Reduces lava damage.\nSince his sores were inflamed by lava from birth, his witch sisters gave him this special ring. But fool that he is, he readily dropped it, and from that spot, a terrible centipede demon was born."
Ring	Ring of Displacement	"The ring of a lost miracle of New Londo. This ring takes damage in place of its wearer, but has a fixed chance of breaking.\nAs evidenced by this ring, the culture of New Londo was unique, and its flooding is widely considered to be a great loss."
Ring	Lingering Dragoncrest Ring	"A special ring granted to only the most accomplished sorcerers at Vinheim Dragon School.\nThe ring is engraved with a lingering dragon, and boosts the length of the effects of sorceries."
Ring	Ring of the Evil Eye	"According to legend, this ring contains the spirit of the evil eye, a dark beast which assaulted Astora.\nThe strength of the evil eye does not waver, and HP is absorbed from fallen enemies."
Ring	Ring of Favor and Protection	"A ring symbolizing the favor and protection of the goddess Fina, known in legend to possess \fateful beauty.\""\nThis ring boosts its wearer's HP, stamina, and max equipment load, but breaks if ever removed."""
Ring	Leo Ring	One of the special rings granted to the four knights of Gwyn. The Leo Ring belonged to Ornstein the Dragonslayer.\nThis ring strengthens counters with pierce weapons. His lugged spear is said to have sliced a boulder in two.
Ring	East Wood Grain Ring	"This special ring crafted in an Eastern land is made of gold, but with a wood grain crest on its surface.\nThe ring slows the loss of weapon durability and is particularly useful to bearers of delicate swords crafted in the East."
Ring	Wolf Ring	"One of the special rings granted to the four knights of Gwyn. The Wolf Ring belongs to Artorias the Abysswalker.\nArtorias had an unbendable will of steel, and was unmatched with a greatsword.\n"
Ring	Blue Tearstone Ring	The rare gem called tearstone has the uncanny ability to sense imminent death.\nThis blue tearstone from Catarina boosts the defence of its wearer when in danger.
Ring	Ring of the Sun's Firstborn	"Lord Gwyn's firstborn, who inherited the sunlight, once wore this ancient ring. Boosts the strength of miracles.\nLord Gwyn's firstborn was a god of war, but his foolishness led to a loss of the annals, and rescinding of his deific status. Today, even his name is not known."
Ring	Darkmoon Seance Ring	"This ring is granted to adherents of Gwyndolin, Darkmoon deity and last born of Gwyn, Lord of Sunlight. Grants additional magic attunement slots.\nThe Dark Sun Gwyndolin is the only remaining deity in Anor Londo. His followers are few, but their tasks are of vital importance."
Ring	Calamity Ring	"A ring enchanted by the orange eye of Kalameet, the bringer of calamity. Doubles damage received by its wearer.\nA useless ring befitting of no finger. Best left unknown, or at least well hidden."
Spell	Soul Arrow	"Elementary sorcery. Fire soul arrow.\nSoul arrows inflict magic damage, making them effective against iron armor, tough scales, and other physically resilient materials."
Spell	Great Soul Arrow	"Sorcery which improves upon Soul Arrow. Fire strong soul arrow.\nAt the Vinheim Dragon School, the acquisition of this spell marks an apprentice's coronation as a sorcerer."
Spell	Heavy Soul Arrow	"Soul sorcery emphasizing power. Fire heavy soul arrow.\nA more powerful, but also slower sorcery. Difficult to use due to a long cool down and a limitation on the number of castings."
Spell	Great Heavy Soul Arrow	"Sorcery which improves upon Heavy Soul Arrow. Fire strong heavy soul arrow.\nAs difficult to use as Heavy Soul Arrow, but powerful enough to make it well worth it. Adored by certain sorcerers."
Spell	Homing Soulmass	Sorcery developed by Big Hat Logan. Fire homing soulmass.\nLife originates in the soul; no wonder the soulmass draws toward it. This sorcery is a window into seeker Logan's methods.
Spell	Homing Crystal Soulmass	"Sorcery boosted by the knowledge. Logan acquired at the Regal Archives. Fire homing crystal soulmass.\nThe mysteries of souls, crystals, and the sorceries are deeply intertwined."
Spell	Soul Spear	"Sorcery developed by Big Hat Logan. Fire piercing soul spear.\nA symbol of Logan's strength, the soul spear is referenced repeatedly in the legends, and is said to be on par with Lord Gwyn's lightning."
Spell	Crystal Soul Spear	"Sorcery boosted by the knowledge. Logan acquired at the Regal Archives. Fire piercing crystal soul spear.\nThese pale magic spears, sharpened through crystallization, are on par with the armaments of the ancient lords."
Spell	Magic Weapon	Sorcery for casters who wield swords. Magic augmentation: right weapon.\nThe power of the magic swordsmen of Vinheim is predicated upon this and Magic Shield. Many warriors learn sorcery just for this.
Spell	Great Magic Weapon	"Sorcery which improves upon Magic Weapon. High magic augmentation: right weapon.\nAt Vinheim Dragon School, only magic swordsmen on special orders are allowed to learn this spell which grants powerful augmentation to various weapons."
Spell	Crystal Magic Weapon	"Sorcery boosted by the knowledge. Logan acquired at the Regal Archive. High magic + crystallization: right weapon\nLogan's trials were successful, and the crystal medium facilitated a stronger bond between weapon and soul."
Spell	Magic Shield	Sorcery for casters who wield swords. Magic augmentation: left shield.\nShields augmented by magic are resistant to magic attacks and have higher stability. This spell makes it possible to challenge powerful foes with a small shield.
Spell	Strong Magic Shield	"Sorcery which improves upon Magic Shield. High magic augmentation: left shield.\nAt Vinheim Dragon School, only magic swordsmen on special orders are allowed to learn this spell which grants temporary strength to greatshields."
Spell	Hidden Weapon	"Ancient sorcery of the lost land of Oolacile. Turns right weapon invisible.\nNot a simple augmentation, making it dependent on the skill of its caster. An example of the capacity of Oolacile sorceries to control light."
Spell	Hidden Body	"Ancient sorcery of the lost land of Oolacile. Turns body nearly invisible.\nAlthough perfect invisibility is unachievable due to the risk of dissipation, the caster need only stand still for a moment to blend in to environs with astounding camouflage.\n\n\n"
Spell	Cast Light	Ancient sorcery of the lost land of Oolacile. Cast a bright light upon surroundings.\nThis light-producing sorcery is elementary but nonetheless demonstrates the achievements in mysticism of Oolacile. Such magic has not been developed even in Vinheim.
Spell	Hush	"Sorcery developed by a certain surreptitious sorcerer at Vinheim Dragon School. Masks all noises of caster.\nEffectively, Vinheim is controlled by the Dragon School, and it is no wonder that the town has its share of dark secrets."
Spell	Aural Decoy	"Sorcery used by playful sorcerers. Lure enemies away by creating a sound originating in the distance.\nThis spell is not the first choice for serious sorcerers, but it has a surprising amount of applications, some of them extremely effective."
Spell	Repair	"Ancient sorcery of the lost land of Oolacile. Repair equipped weapons and armor.\nThis sorcery was a part of everyday life in Oolacile. Its effects resemble Repair Powder, which must have found its way into the culture of this lost land."
Spell	Fall Control	"Sorcery developed by a certain surreptitious sorcerer at Vinheim Dragon School. Reduce damage and noise from fall.\nThis sorcery, along with Hush, explains the extravagant cost of hiring Vinheim spooks.\n\n"
Spell	Chameleon	Ancient sorcery of the lost land of Oolacile. Transform into something inconspicuous.\nA separate stealth spell from Hidden Body. A skilled stealth sorcerer must be aware of his or her surroundings and of which objects are prime candidates for imitation.
Spell	Resist Curse	"Sorcery of the red-robed remedician. Ingward, guardian of the seal in New Londo Sacrifice humanity to undo curse.\nAbhorrent curses eat away at the core of one's very existence, and cleansing oneself of curses is no easy task indeed."
